v1,v2,v3,v4,v5,v6,P1,P2
944.8702740840265,80.0231062770473,147.18523467638687,209.1231004381436,697.9897550475284,957.8638412047225,30.719482421875,0.000354766845703125
133.39132590474992,11.179349527827899,318.46071268686245,869.7915551116411,598.7325935844058,7.472635406228999,3.951263427734375,0.0079803466796875
351.3328965231691,34.394154444860426,328.3679432987295,814.9271737420679,558.097123727649,58.55253515492064,3.2540283203125,0.0199127197265625
209.0050949176891,34.17629202564548,92.75087987002408,226.01024476482996,651.1423164004652,29.64536706858139,0.0006895065307617188,0.45904541015625
133.39132590474992,11.179349527827899,318.46071268686245,869.7915551116411,577.0129808540754,7.472635406228999,3.94110107421875,0.008026123046875
133.3266487836391,11.393850609218795,319.7051216851954,879.8048668115919,709.2528406248617,2.3110546764504054,3.93853759765625,0.010467529296875
151.61744629657605,12.281864818510627,316.07049629215646,869.7915551116411,736.1012727355323,15.469518309733774,4.636932373046875,0.0066070556640625
342.9904630255224,4.884112254600872,124.78908432677221,263.92318430535204,203.65862758870597,149.95036459512886,0.6551513671875,0.049713134765625
201.91727015192095,33.545496467700815,372.14399212595254,851.8148674132487,628.8891992631276,30.539951980335243,0.018663406372070312,0.1577911376953125
887.3085335988306,148.1421696379215,411.8863966320539,915.4304775018276,309.06055679582704,2.997039565127494,0.779296875,0.037689208984375
82.48347613595017,10.665964584044659,328.44023005719674,699.1286825608258,680.7887242108651,135.35861289799857,0.1072998046875,0.09490966796875
202.88459646744136,33.66701091449388,363.93218695771725,846.4124110340083,628.8891992631276,24.578089997684373,0.002601921558380127,0.202911376953125
151.61744629657605,12.29272288311246,316.07049629215646,869.7915551116411,740.6380825804724,15.469518309733774,4.60888671875,0.006988525390625
137.1417020932593,2.5427845645014084,123.94556964406458,278.29282677506853,220.35997487821123,150.40016680614937,1.02191162109375,0.0274200439453125
97.00670500233385,6.55321627835761,336.3694757073799,890.6685139309953,585.1654546231753,56.88211134161807,3.351776123046875,0.01092529296875
133.39132590474992,11.296718392379901,335.8190261780181,916.1410352792449,555.7769921680991,1.9034524558526722,3.976531982421875,0.00994873046875
151.61744629657605,12.274601705652922,316.07049629215646,869.7915551116411,736.1012727355323,15.469518309733774,4.639739990234375,0.0069732666015625
151.61744629657605,12.281864818510627,316.07049629215646,869.7915551116411,732.0502751119968,15.469518309733774,4.640350341796875,0.00661468505859375
201.91727015192095,33.545496467700815,372.14399212595254,851.8148674132487,628.8891992631276,30.539951980335243,0.019224166870117188,0.1588134765625
898.2596450678475,148.18651934538178,402.07625361887216,908.7629314964178,556.0907554942435,9.26675288178486,0.81298828125,0.038848876953125
887.3085335988306,145.1149891002368,412.4054652397043,915.4304775018276,547.1268052979916,9.26675288178486,0.80029296875,0.050628662109375
81.4370924755258,11.821835919378778,414.75020378451956,874.4593972388352,547.0526730434792,69.60011439536578,0.13287353515625,0.1217041015625
898.2596450678475,145.1149891002368,396.64930720506845,855.976818474322,219.14030124465503,8.36460382385647,0.78076171875,0.09649658203125
81.4370924755258,11.52889577137564,424.26920370553466,859.6921902409114,214.0917359483832,48.01303204347544,0.382843017578125,0.102142333984375
137.1417020932593,11.82450661750296,91.93545559607296,269.3336752861452,233.7316220567864,150.40016680614937,0.0057830810546875,6.3899078369140625
126.9455835414118,4.106574419520172,546.9621363348083,445.6509381954585,586.4187229387426,98.27866309766176,0.0044403076171875,67.26995849609375
126.9455835414118,4.106574419520172,546.9621363348083,445.6509381954585,586.4187229387426,98.27866309766176,0.0040740966796875,67.7703857421875
211.90968151906702,34.17629202564548,92.75087987002408,234.80348992149243,651.1423164004652,29.64536706858139,0.016651153564453125,0.66864013671875
137.1417020932593,11.823978999547506,91.93545559607296,266.65513382579525,233.7316220567864,150.40016680614937,0.0059661865234375,6.0981292724609375
144.14162659766663,11.82450661750296,91.93545559607296,266.8015400869168,233.7614392788934,150.40016680614937,0.0162811279296875,5.9048309326171875
995.957616507999,148.776815667565,388.5182159373731,898.466195417464,697.4419608109451,12.961397485391839,1.787841796875,0.03375244140625
353.5345764633821,34.097300159172484,335.98006332875394,811.6986350038491,558.3665168671962,59.58391682774271,3.2342529296875,0.02813720703125
967.3518292453602,145.82720168656857,329.2771029720313,756.8914102789817,837.4386028799279,7.224942818649542,1.821533203125,0.0315399169921875
360.26536814370525,34.394154444860426,328.3679432987295,814.9271737420679,558.097123727649,58.55253515492064,3.72247314453125,0.0115509033203125
130.42526830641216,11.184163056496647,318.46071268686245,869.7915551116411,591.1499177987429,7.472635406228999,3.67523193359375,0.012359619140625
96.87518344160623,6.55321627835761,336.3694757073799,914.6037010592672,601.1101774558249,56.82040368758351,3.4527587890625,0.0262298583984375
133.39132590474992,11.179349527827899,318.46071268686245,869.7915551116411,218.596786345847,7.472635406228999,3.6141357421875,0.0251007080078125
96.87518344160623,6.55321627835761,336.3694757073799,914.6037010592672,614.0499652514677,56.88211134161807,3.47625732421875,0.025360107421875
130.42526830641216,11.184163056496647,318.46071268686245,869.7915551116411,591.1499177987429,7.472635406228999,3.69915771484375,0.01220703125
