	NSGAII	SPEA2	CMAES
0	5.38096375514685	13.216491850337206	104.58514647765514
1	5.3969071459926194	7.567690696925957	83.43740117769119
2	5.710536579301579	3.561989807720033	70.28662199037859
3	21.58706964263927	13.490390909567232	93.56268874221604
4	5.475377229372845	18.061878433575384	81.03662986277256
5	5.663817092952555	29.61510982006704	22.67030757901568
6	5.100027722853362	6.544596409495761	149.30659369156095
7	5.186527005477831	12.4414788311084	28.685393735587216
8	7.289092536936176	5.182568820317029	79.73797950460711
9	15.015526740408312	6.51120703687671	220.56408767792016
10	6.076813780868204	40.339519417662856	82.24763073359162
11	5.395569522780938	9.208472317212264	83.19976068428322
12	3.749112894285756	4.051834151957592	136.9576193539133
13	0.7278506454064608	7.047620394773092	73.04629854661333
14	8.152923056828572	5.193992363294342	86.26345345429824
15	5.624629528753403	21.94105807413536	58.78244749191912
16	5.864276062268839	8.95177381091081	84.39017593724746
17	12.521983981706288	16.17270399862553	191.63754268027668
18	10.175360810081925	4.146867862931	107.61135070745412
19	6.205149709772988	3.62634395439756	57.89594586855342
20	6.222554384489941	5.457777520343597	60.06974878925129
21	11.837167255422347	29.46456486518605	100.0831568685583
22	4.187696816353751	10.862470222020962	82.64806997511042
23	17.33833316554735	5.584271133263877	98.12978168234808
24	19.517104115840727	4.591428618713036	14.126504397652276
25	1.7992633623659309	10.210558609308237	59.405959857704886
26	6.295919900624784	5.156386043650727	33.79933450793129
27	5.3719089405875655	6.022483441155443	88.04910175435161
28	9.39527867723206	14.598281877654353	157.7795801268873
29	5.375325282859273	5.147810918427154	64.49693196672833
