v1,v2,P1,P2
0.48889927661950394,0.30057187111455086,138756.25,555161.5
0.4959363372166634,0.26562952555391367,142900.4375,571598.625
0.6275614682577295,0.5985479592628519,156974.1875,621374.4375
0.6644159222162831,0.4237592426717496,161621.5625,648174.1875
0.6697890166642653,0.7250238862560726,166547.0,661805.75
0.6275614682577295,0.2973031340761459,167140.0625,669816.875
0.7055989041940458,0.8448581160693429,175866.625,696270.875
0.7055989041940458,0.8961138699408784,179979.875,710187.0625
0.8111603342008138,0.8460429689927313,185379.0,737776.5
0.5294407452172207,1.0830594198150343,187732.375,744588.25
0.8561910092065625,0.7569250908609917,189254.4375,752255.375
0.7055989041940458,1.0685116809113029,191290.5,758363.25
0.8561910092065625,0.47300303465683896,193934.1875,764423.25
0.8561910092065625,0.47300303465683896,192760.0625,769413.0
0.8724244294136748,0.4371975144951513,200006.8125,797016.6875
0.2407994059952414,0.9560741351569136,205755.0625,812646.625
0.8857178662615786,0.39683773094207986,206285.0625,823322.5625
0.8857178662615786,0.39683773094207986,205999.375,827276.0625
0.8857178662615786,0.39683773094207986,207798.0625,831964.3125
0.8561910092065625,0.2762958895229497,229430.5,919492.375
0.7903835747404536,1.6985796290566073,247585.0625,979707.5
0.7903835747404536,1.6985796290566073,249681.5625,982294.3125
0.7055989041940458,1.722015970850375,251431.5,987551.0
0.885491390194117,1.719326537642491,251917.5,989301.8125
0.246548965872335,0.028549655391719275,258512.25,1031977.25
1.3728498838249412,1.0685116809113029,260410.5,1034284.75
0.16836500984417102,1.0830594198150343,278691.875,1096466.875
1.5502937788368922,1.1469318494563845,283668.625,1125732.875
0.8857178662615786,2.1413373897432084,290222.5,1154040.5
0.8857178662615786,2.139229714667884,290519.5,1144836.25
0.8857178662615786,2.1413373897432084,291523.75,1150309.625
0.9620268972960411,2.2840143689079357,303816.125,1200857.625
1.7362811916118432,1.6260748527879534,313919.125,1257210.625
1.7362811916118432,1.6272222719917402,314907.75,1256842.875
1.7213472236329201,1.693759841405144,316068.625,1254674.75
1.744646188334523,1.6239773297493785,314945.25,1257412.25
1.7362811916118432,1.6095577967850874,315465.0,1259938.25
1.752229112875093,1.652151046426388,316883.625,1262868.625
1.752229112875093,1.6525131390219594,318027.625,1268558.25
1.471080539155167,2.2682998346745675,324124.75,1275931.375
