v1,v2,v3,v4,v5,v6,P1,P2
1554.878955820689,5498.448342558035,1072.2973403798158,4956.177205609077,960.3304091349937,761.9185376715714,194.38095660414547,3.8306988007971086
1554.385820434994,5498.448342558035,160.04310724246392,4575.458120086313,1237.6367355473624,910.9431119706817,38.81793589051813,13.045368158782367
1554.878955820689,5498.448342558035,1064.696433493689,4931.764953827358,960.3304091349937,759.9435427487088,195.26884478796273,3.7996383460995276
1554.878955820689,6166.401288434111,1082.556816354067,4980.026350508934,288.4614364212273,903.1057991071605,22.940567671321332,251.77071802766295
1138.8781652964,5867.468460297336,587.0805031371472,3377.4044019364324,1413.918922573036,2911.2422695115556,30.96926665958017,213.63225587655324
1554.385820434994,5469.921634524583,108.19202687854789,3488.0589699932943,1237.6367355473624,910.3648406209262,37.026657932437956,13.078544825664721
7070.922871930759,6166.874433520788,1084.7064250647504,2882.847809555251,288.4614364212273,903.1057991071605,20.543219382874668,1116.0625666791166
1476.9252890001533,6066.420548838687,352.3551116214412,3352.341307348645,1388.1805757660156,1744.4862426432587,31.602283651940525,35.50275642838096
1145.3638488778197,5391.707809527751,591.3200003526459,3140.8814006653997,1249.8934209720828,2547.774421160566,28.648332186043262,214.19482535251882
1468.441796545903,3837.4432275416757,907.2694067247681,7951.122971291981,1316.7264059824274,860.4341797344827,123.01660736463964,4.6622710077499505
711.4611303874949,7271.592952703738,863.7126742029583,7990.525296823287,936.9803386775459,1219.8970709185348,38.86979263834655,6.933033990499098
611.9119131199797,5394.536403610587,600.4213783034494,3418.3440029751096,1250.3558855008218,2836.7599665172424,31.03115930221975,140.7788509533275
