v1,v2,v3,v4,v5,v6,P1,P2
6576.451709548277,2142.1525206147144,2204.971597806373,4540.870063629738,744.6711777513476,4612.449747590894,37.08714985847473,9668.792336972547
2205.0420830623234,3415.8886273954818,1750.32955188765,4080.7718763618013,617.0301107502034,8142.423271755986,38.22166390530765,4431.43000953889
2185.4272475125213,3360.4486609090263,1625.2040721969352,4245.882205287236,725.6791529883592,8263.31185454237,48.148411225527525,4153.010504726553
6788.322363880916,7620.841065307941,1490.0846840169586,9475.388890270524,2669.581716145332,3273.863877183808,68.417406052351,999.950080667506
6798.392317930276,7633.221895860875,1459.8814220750648,9531.737501848775,2721.989371394824,3190.96262886029,69.75125503726304,920.461249915883
1896.4376152888542,3570.771171501435,1537.3629250910192,7091.669274011546,4084.5275509661374,5107.566639240822,149.73799212649465,428.8126489497954
1922.587094245167,3583.0203535631836,1522.5790427978927,7103.931808624111,4067.8129492938915,5097.912907162212,143.81522245146334,439.1482692490099
2546.947780057999,7345.857111354884,643.8960573386703,5108.294188165969,5365.856951045564,3868.46602718329,202.28015508316457,17.728169740876183
2299.0440405764207,3346.32974217026,1708.1645417871528,4134.590839323438,709.0457414443841,8198.897103616146,39.83898588549346,4396.507868435001
6829.063827912857,7662.139077939386,1469.56740292092,9501.324031877662,2700.342210291643,3061.2074094708487,71.90288519114256,853.8695351777133
6775.679881814552,7650.409180408953,1489.1773250353185,9557.179979529366,2722.1518543954594,3161.2461205581753,71.04034204408526,907.7609682370676
1963.9920021903993,3600.052774133949,1521.6138512322336,7103.215416469903,4055.080246522139,5127.661171650435,140.78901280090213,462.3029773165472
1929.4663273200888,3589.475744573589,1531.762356573019,7078.143830303986,4024.3167346077807,5113.851099829085,143.41170313954353,453.77964258077554
5552.476482774712,8298.575110260326,421.8189896184007,2301.503350334688,9122.642231870659,5546.828010721801,187.34875056147575,191.91029137279838
5766.4670920113485,8527.860804081853,420.03294300286495,2243.5141182522334,9079.468848279474,5386.754350465974,196.34683156199753,185.3644739720039
2208.2205558063883,3363.6753228499038,1638.6970368888087,4171.9113600669625,721.8998689308554,8215.230686579613,44.2049312973395,4189.089834853192
6796.799996899496,7686.282095787243,1459.77314172749,9557.497235229808,2750.5379583894087,3223.1232206029067,69.97948303259909,916.3068747011712
6805.782204043392,7648.720089925635,1467.3400634939956,9514.69591436832,2746.3810982160544,3160.993441082409,71.10475961491466,895.3543656696565
1908.9639821836734,3617.330866904614,1538.2684049749091,7082.721658333196,4040.3318502061597,5111.6609834248675,146.33604441210628,437.21149817167316
1913.1740213022592,3598.4750094039273,1541.9840103277813,7103.3268089571775,4098.078755749954,5089.505536076498,153.71359877288342,424.32161194703076
5760.887405939933,8306.684378029375,392.5556028024977,2296.486725311867,8986.997286592894,5642.769973213114,157.58929939568043,238.4210938338656
985.610199639731,4219.932038114165,4473.289178726258,5176.28984232826,582.7031776356899,410.2703545030539,1349.699864001479,2.0761347744846717
