v1,v2,P1
8.89718567610714,1.78539607581177,0.25289511770748163
5.479240830577601,2.2985671660134295,0.38105985708244816
1.1723801498245265,0.9828261278888348,1.117798065294778
8.89718567610714,1.78539607581177,0.24993317359761136
34.828236456364806,8.463355302583738,1.7733270443397942
24.20600183043976,5.795216426887363,0.9849765496846885
24.20600183043976,5.795216426887363,0.9874003651646035
36.92843505545377,8.969589134715784,1.935174547068982
35.04726354134064,8.463355302583738,1.7767130614242888
24.20600183043976,5.795216426887363,0.9888201994951942
9.746127412525807,1.9442047813737808,0.2530800952638401
3.9862828451919126,1.7335708556741247,0.33040860746859835
1.1425093579051413,0.9379173988067513,1.1138438424753758
1.0340473038009497,0.9529757353582007,1.859333398443482
9.746127412525807,1.9442047813737808,0.25215782498422357
4.137715024272326,1.8125512307960419,0.33099465798227357
1.1425093579051413,0.9379173988067513,1.1115453202972958
1.0340473038009497,0.9529757353582007,1.8572928552734993
9.168631863417046,1.8183398120478513,0.24848594650165978
3.883879887526022,1.6954326895639908,0.32717805992012927
1.3011074168978918,0.9953312565194232,1.110577039483701
0.7992246017479793,0.7391495309235188,1.8687029042489485
