v1,v2,P1
3.8710543537502593,1.6978949538523613,0.33033283332417795
3.3717816773723994,1.5045856622165212,0.33454167456818595
3.53106264014132,1.5056498860907617,0.33310476976521386
4.208388221500806,1.81572963014737,0.3325276038572156
3.8725269300174423,1.7126471639496073,0.33082032371328296
3.7678230864393125,1.6671211560466417,0.3318943641130545
3.445152888133195,1.5133503792053333,0.33363330757822496
3.426555639187468,1.4643359104599567,0.3347553685031244
3.9248812097373835,1.6964624728827693,0.3303027071156066
3.5903760938909723,1.6233985010956773,0.3334734049135477
3.998051580186922,1.8109390051086516,0.33498035265097315
4.006174632979494,1.7172745080798173,0.3311970331329803
3.8261029322372586,1.6605872536464925,0.3292789432663312
3.9999122990769775,1.82431422802516,0.3342915705186442
3.6553980212057793,1.592432373765378,0.3315551296907415
2.915008852758387,1.2934968811361829,0.3514292327915882
3.7124077656394325,1.6238938483605763,0.3312207025094267
4.213045053596846,1.829188860416145,0.3323665947536938
4.119517626719537,1.811943401105383,0.33107140932850143
4.258193942252556,1.8494123019641677,0.32915643186458965
3.1896899639892675,1.3621922076935873,0.34185755446651456
3.5953302834206937,1.5886938905771828,0.3319268830097144
4.245167352229112,1.8562699272599756,0.3323664209508479
3.725231879048778,1.6158900010104766,0.33115893334979773
3.522605820333644,1.5464193059593487,0.33279889152709075
3.941294004506716,1.7023382164156822,0.3291934740989291
3.6190549319189325,1.5558509179380837,0.3334284149736959
4.1578699106172845,1.8659288289184066,0.3352432892068009
4.036741328635821,1.7504503075460383,0.3305546046605059
3.936183078787033,1.7487464258301222,0.33123931622503733
