v1,v2,P1
9.746127412525807,1.9442047813737808,0.2538892792181855
9.654182024470343,1.9442047813737808,0.25220150492936
9.746127412525807,1.9442047813737808,0.2528229241456046
9.086396058430095,1.7534336182953631,0.25248980855400305
8.758940982031978,1.7104284043106885,0.24958298071362606
9.746127412525807,1.9408166036706573,0.25290779652172546
9.041477366074146,1.769800126024652,0.2492622990952782
9.746127412525807,1.9408166036706573,0.25248976610450313
9.763532471561122,1.9442047813737808,0.25221467131376585
9.337960764665306,1.826929513735828,0.24980699108786553
8.817224349722196,1.7534336182953631,0.24946626855154364
9.041477366074146,1.7826705001447514,0.24898292172500192
9.367416787518696,1.9364873739091368,0.25445824219247015
9.359821301183134,1.8334372140084316,0.2507030646431474
8.331222836526052,1.6298419894447087,0.2505512304165336
9.746127412525807,1.9442047813737808,0.25451807944330085
9.041477366074146,1.7826705001447514,0.2501126537042637
9.533008981671248,1.9364873739091368,0.25336919783369183
9.158360184413265,1.7119099222403968,0.2630500098924671
8.04116398562409,1.5633618769977402,0.2514709013422305
8.882310258874105,1.747600359958105,0.2464347046037858
9.182308287115681,1.815816565918563,0.2503332759421255
8.60114099323579,1.674473391126825,0.2498182248371279
8.3982750915765,1.688130183508573,0.2510815797003829
9.146145404499721,1.860398875731434,0.24879327546119612
8.458732554341658,1.6580194438667482,0.24931314954068284
9.358623024923082,1.8285647235058886,0.25172822222157265
8.938164505087196,1.7376053306052022,0.24890950157788438
8.590878916811798,1.6902446047297628,0.24832619333753314
9.487888790716319,1.9063351771336783,0.2525118017469339
8.395226481918419,1.6590175265346745,0.24943824723294483
8.561700024032733,1.7062374119042731,0.24896358770089932
9.3388634241155,1.8794625287823417,0.2493223370034059
8.650654134385851,1.704437011890405,0.2498303241432609
9.144238968718685,1.8038604747636646,0.25014646110710714
9.18631841494336,1.8363649070882637,0.25036442937593506
8.275086261007905,1.6483039573837892,0.25225907443584106
8.385374039583116,1.613386161979073,0.25085966383653613
8.90042741018872,1.7373852141364683,0.24795561505288788
9.41250006385346,1.8942411444039566,0.25199817152849846
9.402331904588154,1.8367901477902013,0.251511619702967
8.114603394833587,1.559558717420539,0.2501723159328151
9.115907561513499,1.8165032570507285,0.2492248743142511
9.694456078612838,1.9915685383113406,0.2558600725565583
8.073894354837206,1.6157036084334913,0.2518663627969602
