v1,v2,P1
0.19060751817076527,99.79553508659517,9239.29296875
0.18441283206206696,99.95920867823362,9238.84375
0.03458400155158614,0.02052608088364849,356.90625
0.01663518940073817,0.016986884715483444,327.015625
0.024262916187774874,0.026371612109139464,171169.703125
0.018040699495419022,0.019911738812586774,169209.46875
0.14889785570201858,0.14680349014094676,411.03125
0.00275175780138414,0.002130984706858869,321.8046875
0.024189406095390793,0.026371612109139464,333.015625
0.01663518940073817,0.016986884715483444,327.28125
0.14889785570201858,0.14680349014094676,411.28125
0.01663518940073817,0.014978878188660632,327.296875
0.08670393394380202,9876.539689659445,27.8427734375
0.09334257063530152,8155.251057685828,28.0673828125
0.20099751197230858,99.79553508659517,38.30859375
0.1948975075182733,99.98922088973653,38.326171875
0.22862363113350764,49.99117227006783,42.931640625
0.2369777947132704,49.86441505496884,42.9375
0.40605741918547805,9.99996536672027,65.658203125
0.4006192380808479,9.999956502633573,65.658203125
0.16831950284176098,199.80027899489076,35.103515625
0.16632625856717978,199.59304943768623,35.12890625
0.13158399923484293,399.8953889351302,32.859375
0.14337273346029247,399.86439505186456,32.775390625
0.13158399923484293,399.71267510676535,32.892578125
0.14207944247416876,399.5994413200857,32.8662109375
0.1170134645978935,998.1502168054582,30.75
0.12469238575986585,921.5149860032922,30.9267578125
0.0856392489091768,9989.40931656216,27.8271484375
0.0882074568806678,8611.575699790319,28.0234375
0.0707662682374206,99894.43291326551,26.421875
0.06941686559244348,84928.7792670273,26.4853515625
324271.4540638011,62046.64030298092,5.3151482802226594e+20
0.05799133234745391,366665.9666670891,25.9384765625
0.059128697827006596,379682.2739020702,25.9287109375
324271.4540638011,62046.64030298092,5.312265976461142e+20
0.05733023839011232,379682.2739020702,26.3798828125
324271.4540638011,62046.64030298092,5.3151482802226594e+20
0.06348460124266203,380410.5604431513,26.34765625
301128.5484658595,67764.11531476553,5.327019684467185e+20
0.06564791543706647,345043.55962944985,26.391453173711852
0.05972571370611089,381523.66736881307,26.3165374709115
103023.457488292,198603.2182085958,5.372375855969379e+20
0.06198693191873922,384086.576462338,26.291283955446488
100897.78185967873,198603.2182085958,5.3808700248699385e+20
0.10031136800073678,9505.59633280112,28.56027980694489
0.10003276418790076,9676.79618835696,28.567244332514747
0.19458874900853748,99.92764766721255,38.93622939263696
0.20255176241228853,99.94369259403807,39.02753376492183
