v1,v2,P1,P2
24.15914979415719,13.720022562127854,0.19488703327078838,0.09718243115821679
15.38472179969583,9.458497990891123,0.01696433969482314,0.2476996599616541
53.049541722339754,30.189011438620913,1.01773165614577,0.0013618021355341625
30.747749735190666,16.644071279077753,0.4268788630433846,0.058332698948106554
38.90433982026075,23.82369604893044,0.5133362973283511,0.056447574425874336
15.38472179969583,9.365408992362024,0.018326026602153433,0.24291559020457498
28.275367641198603,16.19875294642864,0.2903369590494549,0.06421237009089964
24.56108445679435,13.685905657293285,0.22387473419075832,0.09662373451828898
22.24709783679371,12.680059745845966,0.15697216481203213,0.12119380713374994
24.649923762778485,13.644507101909369,0.23747770830232184,0.09516006950070732
15.314974055383653,9.413599303710635,0.01645163879948086,0.24873888134970912
27.33811901688432,15.865846057860256,0.24239015245984774,0.07358940427729976
24.164858970714704,13.77354838023465,0.19457786170823965,0.09804726541551645
38.902493277673415,23.82369604893044,0.5044096580240875,0.05785106300481857
15.38472179969583,9.44530119014807,0.01717781665502116,0.24605415759106108
23.953751941046757,14.793433454303777,0.14590659797249828,0.1325969174358761
19.023489301364638,10.878983922425746,0.09067543270793976,0.16455196328752209
24.649923762778485,13.644507101909369,0.23609796405071393,0.09549196906300494
15.314974055383653,9.413599303710635,0.016251252574875252,0.2494977933165501
21.4525568559498,12.708694325817047,0.11172453040489927,0.13786175605855533
16.639913902445308,9.208967152416378,0.0835263860062696,0.20420321498932026
15.38472179969583,9.527701585851256,0.015724206783488626,0.25341221055714414
15.38472179969583,8.422393909260059,0.0731629076799436,0.23258218253795349
24.649923762778485,14.499008884123818,0.1799453904532129,0.10003152974240948
15.38472179969583,9.458558114391579,0.01717585883307038,0.24643069129706419
15.313556136575706,9.458497990891123,0.01523473193810787,0.2534620007718331
15.38472179969583,9.527701585851256,0.01599773251291481,0.2501527729909867
16.619958255200515,9.208967152416378,0.08260297227388946,0.20620904567658727
24.649923762778485,14.767592705520496,0.1701836551364977,0.1075414499900944
23.953751941046757,14.793433454303777,0.13981147221056744,0.13518150871277612
15.38472179969583,9.16822495621124,0.023546172626083717,0.23624569147978036
24.649923762778485,14.81905895825583,0.16502630421018694,0.11159823343950848
29.584434732177517,16.269457867411074,0.3692597715416923,0.05860873602432548
15.38472179969583,9.167479509538836,0.02563985159213189,0.23518562876051874
14.473909052411152,9.167479509538836,0.009145949286903488,0.28074395951261977
15.111709605643018,9.474405317696336,0.014239891563192941,0.2649012242363824
54.14070318481826,30.87742418825868,1.0379439709940925,0.0026143833072183043
9.698962778344525,5.798090403730683,0.013577361785792164,0.3973299412136839
15.38472179969583,8.370927656524724,0.08253052061263588,0.23391458354672068
15.38472179969583,9.406858877285071,0.018533207006839802,0.24422856297132967
15.38472179969583,9.167479509538836,0.023974760435521603,0.23735880237654783
15.38472179969583,9.167479509538836,0.02525558867637301,0.23723600186531257
24.131406177432762,13.644507101909369,0.2028266394045204,0.09802996042162704
16.703889909752483,9.212554967225367,0.08604958382056793,0.20452847544402175
15.38472179969583,9.458497990891123,0.017496811349701602,0.24611413135789917
23.51247289546092,14.793433454303777,0.13604612908966374,0.1529575211043266
23.51247289546092,14.793433454303777,0.13048827440070454,0.1530024768326257
56.78497337902347,33.665143068624474,1.065293027437292,0.02811789442466761
55.2018082188262,31.10539065020769,1.0921487785526551,0.0029882886865379987
24.649923762778485,13.644507101909369,0.23784197280474473,0.09600167685312044
24.649923762778485,13.644507101909369,0.23783192617702298,0.09644321494488395
24.649923762778485,13.644507101909369,0.23827857177820988,0.09559825834185176
15.38472179969583,9.413599303710635,0.018802936476276955,0.2455837218913075
15.38472179969583,9.413599303710635,0.01718693118527881,0.24696977159146627
30.192977906228563,16.19875294642864,0.4228982977801934,0.06461047302491352
54.92675568527343,30.87742418825868,1.1131611595046706,0.002994073532136099
54.92675568527343,30.87742418825868,1.1072384527651593,0.003687504140089004
55.2018082188262,31.10539065020769,1.1104674629750662,0.0036164455982543586
54.92675568527343,30.896779587368922,1.1148776619811542,0.003041653878881334
24.264979629360386,13.644507101909369,0.20956203575769905,0.09887155850083218
23.51247289546092,13.142260229858026,0.20058448433701415,0.10476345873576065
