	NSGAII	SPEA2	CMAES
0	1.9135332807689096	4.114122942210409	196.52954471515235
1	15.73606121823677	9.1830283352727	141.8796555165681
2	11.554552176425323	1.5878734280379605	310.5139349414316
3	4.396360927201232	3.473497146721441	155.53718561215183
4	38.35587631815459	11.77632236843522	258.8714402180721
5	2.6740651987242416	17.686019999697606	120.695848089627
6	2.120849472380964	2.752843134749205	67.79700010887687
7	4.355900813787882	13.286569888615864	272.0045727901661
8	2.2670844269305737	23.593981406066103	37.8018520217624
9	3.945229039341348	16.229225743520708	40.64532266962056
10	4.011835914864542	3.935525694319168	255.50908622945653
11	7.5462580671811645	19.7073481812618	136.4506956843947
12	3.437349601424045	6.864002535600372	152.312333495948
13	3.793307662444713	8.738493087763555	94.9232303990416
14	10.057547863884022	17.666875048442982	280.2639074972334
15	3.467256491211317	14.300562944451723	196.80733802118468
16	2.5032543478684874	18.599149533544654	65.83996017673913
17	1.3266623673758249	28.12427445697105	119.2304375465648
18	13.10050073265341	7.411035214324583	62.53794117352383
19	36.06807692808883	3.9022436300362906	202.48005136413832
20	12.300033664991568	8.302665882630148	113.39632989717497
21	14.46862887483062	35.82770085737624	356.5452490982044
22	17.71787085714402	5.55611314009198	190.7870646356484
23	28.691676513837624	3.5829079047182355	141.7167183774614
24	15.642535397860922	11.608163588598206	89.95661527963937
25	13.78264892899153	3.454014207738149	121.44279075115728
26	4.445942294529452	7.239482966627221	206.81042904568145
27	7.79240946350671	3.869872585260525	82.16574632225381
28	4.777754883223875	4.28565334765237	192.63784603044675
29	14.127877920128071	13.134685600306325	268.0209184349248
