v1,v2,v3,v4,P1,P2
27.95907536852874,461.78634782343,3818.6907863558463,2330.9048740967814,24.002960303332657,149.21164678467903
127.99814765407486,1646.2876119052653,6141.778242293315,6394.685367885623,32.63534782920033,57.25406557391398
143.64376819487873,1758.2409305070955,6283.345361800608,6352.750540616814,34.85011138487607,50.17843260942027
196.14231815099987,481.34357058818006,3862.350770622892,2767.769777590217,134.76275271980558,18.632067346130498
225.23577648412737,389.0217854223776,3685.436703817356,2448.4832957438457,196.03486595279537,17.00461299403105
8615.953642432927,7014.202429153116,211.6236595700782,143.44415140985265,925.5965532187838,0.9564097393886186
75.916644569863,2047.0428599159395,6243.948008067326,6125.55542644652,79.81012164801359,41.08948189113289
97.28953458251564,399.8790454107331,3847.3776518206937,2554.5471310698726,60.20823428372387,44.56002634961624
145.04115127029337,446.12695782212046,3888.6756774012374,2541.6831374817602,99.93277565878816,38.035101074608974
143.20892247854692,88.50980071903174,4253.862705786401,2557.930158255437,246.1118860441493,10.493801492033526
147.22196769741703,2023.3328151632936,6340.9738237429,6355.635340069033,41.524679698981345,47.37016129749827
8780.826222201518,6769.369443732622,251.47861613145272,148.35298519237114,1206.0079526002519,0.5527333216232364
